,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,BRK.A,BRK.A,BRK.A,BRK.A,BRK.A,MSFT,MSFT,MSFT,MSFT,MSFT
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
time,,,,,,,,,,,,,,,,,,,,
2020-09-10 00:00:00-04:00,119.5,120.05,112.5,113.48,141520456,3336.52,3349.89,3170.55,3176.12,4143393,330100.0,330350.0,326156.0,326960.0,753,212.46,213.2,204.11,205.38,25334530
2020-09-11 00:00:00-04:00,114.57,115.23,110.0,112.01,168935205,3208.69,3217.3408,3083.98,3117.28,4802863,328240.0,328946.16,325607.0,327115.0,812,207.2,208.63,201.24,204.04,28972254
2020-09-14 00:00:00-04:00,114.72,115.93,112.8,115.3599,123728990,3172.9373,3187.39,3096.0,3102.97,4155895,328430.0,332000.0,327520.6,330056.1,1051,204.24,209.2,204.03,205.3,24505446
2020-09-15 00:00:00-04:00,118.33,118.829,113.61,115.55,171497919,3136.16,3175.02,3108.92,3153.28,3623915,330545.0,332500.0,328015.6,328480.0,353,208.42,209.78,206.93,208.85,17280355
2020-09-16 00:00:00-04:00,115.23,116.0,112.04,112.13,142859370,3179.99,3187.238,3074.15,3077.14,4013159,331000.0,333300.0,329312.0,329735.0,579,210.62,210.65,204.64,204.94,22190641
2020-09-17 00:00:00-04:00,109.72,112.2,108.71,110.32,159638807,3009.25,3029.432,2972.55,3010.56,5878006,327000.0,328224.78,325234.16,326791.0,369,200.05,204.33,199.96,202.96,28217200
2020-09-18 00:00:00-04:00,110.4,110.88,106.09,106.6,208107357,3031.74,3037.8,2905.54,2952.64,7048417,328299.94,331660.0,327000.0,327158.03,537,202.8,203.65,196.25,200.45,42598816
2020-09-21 00:00:00-04:00,104.54,110.19,103.1,110.13,178442044,2906.5,2962.0,2871.0,2962.0,5556010,321265.6,323000.0,313580.0,319816.0,442,197.19,202.71,196.38,202.64,33789607
2020-09-22 00:00:00-04:00,112.68,112.86,109.16,111.8,167185259,3033.835,3133.99,3000.2,3129.0,6434345,320500.0,321999.9,318017.0,321400.0,304,205.06,208.1,202.075,207.38,29316994
2020-09-23 00:00:00-04:00,111.62,112.11,106.77,107.23,131794926,3120.43,3126.999,2992.376,2997.44,5139526,321485.0,322284.4,314540.0,314860.0,217,207.9,208.1,200.03,200.59,25085940
2020-09-24 00:00:00-04:00,105.17,110.25,105.0,108.2015,152123922,2977.79,3069.3,2965.0,3018.58,5243062,313202.75,315500.0,310643.9,313135.0,294,199.85,205.57,199.2,203.18,27541419
2020-09-25 00:00:00-04:00,108.43,112.44,107.67,112.28,137542199,3054.86,3101.54,2999.0,3094.65,4132029,311450.0,316562.0,310591.03,316049.0,176,203.55,209.04,202.54,207.77,25019068
2020-09-28 00:00:00-04:00,114.98,115.32,112.78,115.0,119572328,3148.85,3175.04,3117.1685,3175.04,3460095,319900.0,323297.0,318702.0,320418.0,472,210.95,212.57,208.06,209.61,25144753
2020-09-29 00:00:00-04:00,114.55,115.31,113.57,114.11,89264463,3175.39,3188.26,3132.54,3142.92,2988446,321900.0,321900.0,315200.0,315689.94,1196,209.35,210.07,206.81,207.16,19544440
2020-09-30 00:00:00-04:00,113.77,117.25,113.62,115.61,115978209,3141.14,3212.88,3133.99,3147.425,4021286,318800.0,320500.0,316491.28,319750.0,1183,207.73,211.97,206.54,210.32,23047500
2020-10-01 00:00:00-04:00,117.64,117.72,115.83,116.8,97603139,3208.0,3224.0,3172.0,3222.01,4447323,321219.0,321219.0,316202.5,318141.0,1095,213.41,213.99,211.34,212.46,19324159
2020-10-02 00:00:00-04:00,112.89,115.37,112.22,113.02,122690422,3153.63,3195.7964,3123.0,3125.93,4742517,315415.0,320575.0,314612.25,316940.6,627,208.01,210.99,205.54,206.18,24933552
2020-10-05 00:00:00-04:00,113.92,116.65,113.55,116.54,93972780,3145.84,3202.53,3140.85,3199.2,3257694,319707.0,321000.0,318202.25,318520.0,505,207.25,210.41,206.98,210.37,16429213
2020-10-06 00:00:00-04:00,115.7,116.12,112.25,113.16,142211773,3165.0,3182.0,3090.0,3099.29,4281272,319000.0,320400.0,315100.0,315845.84,550,208.82,210.18,204.82,205.91,21775105
2020-10-07 00:00:00-04:00,114.62,115.51,114.13,115.05,84487218,3135.0,3200.0,3132.385,3192.51,3910789,319000.0,322089.0,317602.25,319860.0,393,207.06,210.0,206.72,209.81,18882800
2020-10-08 00:00:00-04:00,116.27,116.4,114.5901,114.97,74552335,3225.0,3233.2944,3174.99,3190.55,2837992,321125.0,323670.0,320447.25,322757.0,601,210.51,211.19,208.32,210.63,16705317
2020-10-09 00:00:00-04:00,115.28,117.0,114.92,116.98,86041259,3210.0,3288.99,3197.83,3287.82,4342333,323709.0,324510.0,321687.25,323665.94,375,211.475,215.86,211.25,215.81,21433543
2020-10-12 00:00:00-04:00,120.06,125.18,119.2845,124.42,214339341,3349.94,3496.24,3339.55,3442.93,7483386,324650.0,326150.0,323377.75,324509.0,315,218.79,223.86,216.81,221.41,32788186
2020-10-13 00:00:00-04:00,125.27,125.39,119.65,121.05,241006181,3467.09,3492.38,3424.217,3442.64,4939710,324000.0,324000.0,318400.0,318677.25,541,222.42,225.21,220.43,222.83,22734128
2020-10-14 00:00:00-04:00,120.99,123.03,119.62,121.29,135410215,3448.9,3464.88,3340.0,3363.05,5167878,319087.75,319087.75,316301.0,316301.0,565,223.03,224.22,219.13,220.93,18437546
2020-10-15 00:00:00-04:00,118.72,121.2,118.15,120.7453,97361453,3292.01,3355.88,3280.0,3338.62,4399240,314750.0,318200.0,312980.0,317707.0,321,216.95,220.36,216.01,219.66,17503283
2020-10-16 00:00:00-04:00,121.28,121.548,118.81,118.96,100869315,3362.64,3399.6606,3160.0,3160.0,5426210,319000.0,320761.28,318217.0,318434.47,330,220.5,222.29,219.32,219.65,20389051
2020-10-19 00:00:00-04:00,119.96,120.419,115.66,116.0,95733407,3299.61,3329.0,3192.735,3207.3,4104388,318819.06,318819.06,312945.12,313500.0,540,220.415,222.3,213.72,214.24,18867731
2020-10-20 00:00:00-04:00,116.19,118.98,115.63,117.5,108602099,3222.28,3266.0,3192.01,3216.26,3900027,316184.06,317280.0,314620.94,315620.0,313,215.8,217.35,213.0901,214.56,17716951
2020-10-21 00:00:00-04:00,116.67,118.705,116.45,116.86,69861622,3206.26,3233.875,3160.0,3183.6,3568927,313500.0,317500.0,313450.0,315360.0,358,213.12,216.92,213.12,214.785,15789881
2020-10-22 00:00:00-04:00,117.45,118.04,114.59,115.7737,90327115,3188.41,3198.75,3121.955,3177.4,3584321,314680.0,317619.0,314380.0,317497.0,315,213.93,216.055,211.7,214.84,17544643
2020-10-23 00:00:00-04:00,116.39,116.55,114.28,115.04,73088651,3189.48,3205.33,3140.0,3204.64,3013885,318672.25,320999.0,317990.6,319344.4,572,215.18,216.28,213.16,216.26,14894492
2020-10-26 00:00:00-04:00,114.01,116.55,112.88,115.06,94591584,3199.63,3282.98,3153.3,3207.32,5228634,314850.0,315500.0,311100.0,313230.0,603,213.85,216.3399,208.1,210.15,29374749
2020-10-27 00:00:00-04:00,115.49,117.28,114.5399,116.53,80663462,3224.94,3291.66,3211.3,3287.92,3742219,311630.0,313142.0,310599.0,310599.0,316,211.59,214.67,210.329,213.15,25831216
2020-10-28 00:00:00-04:00,115.05,115.43,111.1,111.15,123242639,3249.29,3264.02,3162.47,3162.49,4840893,304720.0,305995.0,300090.0,301964.0,1027,207.67,208.84,202.1,202.71,41576211
2020-10-29 00:00:00-04:00,112.37,116.93,112.2,114.52,111552689,3201.27,3257.25,3164.0,3212.79,5352688,300420.0,304907.0,297817.0,303021.0,365,203.96,207.36,203.37,204.39,25237813
2020-10-30 00:00:00-04:00,111.06,111.99,107.72,108.9,163824978,3157.75,3167.004,3019.0,3036.13,7556383,300060.0,303500.0,298805.94,303185.0,383,203.5,204.29,199.62,202.58,27625644
2020-11-02 00:00:00-05:00,109.11,110.68,107.32,108.77,106260834,3061.74,3079.705,2950.395,3004.48,6469197,307499.9,309542.0,305320.0,306282.0,375,204.2735,205.28,200.13,202.32,23032873
2020-11-03 00:00:00-05:00,109.66,111.47,108.73,110.375,93660131,3018.53,3074.9,2980.98,3046.25,4399819,312300.0,314780.0,310000.0,310000.0,689,203.89,208.12,203.12,206.12,21783493
2020-11-04 00:00:00-05:00,114.14,115.59,112.35,114.94,114505478,3159.99,3244.85,3139.73,3241.16,5771116,310194.4,315300.0,307830.0,309812.0,445,214.02,218.32,212.4185,216.32,33010015
2020-11-05 00:00:00-05:00,117.99,119.62,116.8686,118.99,107993032,3319.97,3366.8,3288.88,3322.0,4939019,314269.0,316425.94,311283.9,311557.0,372,221.9,224.11,221.15,223.29,28617137
2020-11-06 00:00:00-05:00,118.32,119.2,116.13,118.685,99225280,3304.64,3322.0,3232.0,3310.41,4119260,312250.0,315310.0,311917.0,313464.0,456,222.26,224.32,218.03,223.62,20598219
2020-11-09 00:00:00-05:00,120.5,121.99,116.05,116.32,129352953,3231.03,3289.0,3112.1057,3141.34,5888038,333000.0,337600.0,327033.5,332035.0,2034,224.435,228.12,217.88,218.34,31345985
2020-11-10 00:00:00-05:00,115.55,117.59,114.13,115.97,114408580,3095.02,3114.0,3019.483,3035.18,5767971,332000.03,343000.0,331977.47,342700.0,1237,214.5,216.5,209.72,211.02,37784540
2020-11-11 00:00:00-05:00,117.19,119.63,116.44,119.51,101073157,3061.78,3139.145,3050.0,3136.81,3575504,342433.0,343705.0,338223.9,340921.0,875,212.54,218.04,212.2,216.4,24660239
2020-11-12 00:00:00-05:00,119.62,120.53,118.57,119.235,89318148,3159.95,3175.88,3086.05,3110.2,3797585,337800.0,338339.16,335186.0,337299.5,505,217.21,219.11,214.46,215.47,17289434
2020-11-13 00:00:00-05:00,119.44,119.6717,117.87,119.49,65270429,3122.0,3141.7227,3085.39,3134.09,3101035,338000.0,341999.0,338000.0,341324.0,434,216.53,217.38,214.18,217.31,12459320
2020-11-16 00:00:00-05:00,118.92,120.99,118.146,120.35,82097057,3093.2,3142.7,3072.685,3132.99,3314168,345000.0,350000.0,344846.03,350000.0,1505,214.87,217.74,214.52,217.39,19104246
2020-11-17 00:00:00-05:00,119.55,120.6741,118.96,119.36,66758426,3183.5444,3189.25,3135.26,3135.66,2931983,347000.0,352500.0,345417.0,349900.0,1227,216.1,217.68,214.08,214.47,20050273
2020-11-18 00:00:00-05:00,118.61,119.82,118.0,118.0,66333033,3134.0,3140.0,3105.1,3105.1,2625670,351900.0,351900.0,345500.0,345500.0,673,213.65,215.17,210.93,210.97,23800497
2020-11-19 00:00:00-05:00,117.59,119.06,116.81,118.64,67716820,3105.31,3125.0,3080.92,3114.41,2667000,343633.97,345000.0,341897.0,345000.0,424,211.38,213.03,209.93,212.31,20398304
2020-11-20 00:00:00-05:00,118.64,118.77,117.29,117.32,66641286,3117.02,3132.89,3098.0457,3099.205,2850532,343800.0,344849.0,340727.5,341044.47,437,212.2,213.285,210.0,210.34,18107933
2020-11-23 00:00:00-05:00,117.18,117.6202,113.75,113.88,118772957,3116.6985,3139.745,3065.46,3100.18,4234476,343500.0,345732.75,342379.8,344356.0,543,210.95,212.29,208.16,210.09,19156083
2020-11-24 00:00:00-05:00,113.91,115.85,112.59,115.17,103428825,3100.5,3134.25,3086.258,3116.86,3305787,349580.0,352450.0,347310.0,350876.0,837,209.59,214.25,208.86,213.86,29057043
2020-11-25 00:00:00-05:00,115.55,116.75,115.17,116.02,68910636,3141.87,3198.0,3140.26,3184.82,3478095,350939.0,351000.0,348446.03,350045.1,568,215.11,215.29,212.46,213.75,17654795
2020-11-27 00:00:00-05:00,116.57,117.49,116.22,116.6,43035501,3211.26,3216.19,3190.05,3195.95,2179416,350444.0,351040.0,346200.0,347392.5,322,214.85,216.27,214.04,215.29,11370505
2020-11-30 00:00:00-05:00,116.97,120.97,116.81,119.06,131494491,3208.48,3228.39,3125.55,3168.03,3492689,346000.0,346299.4,342672.0,343525.0,193,214.1,214.76,210.835,214.24,24831149
2020-12-01 00:00:00-05:00,121.01,123.4693,120.01,122.7,115221944,3188.5,3248.95,3157.18,3220.08,4192750,346480.0,348272.0,344478.62,344735.0,184,214.51,217.32,213.35,216.21,25444010
2020-12-02 00:00:00-05:00,122.02,123.37,120.89,123.08,75619249,3221.65,3232.0,3173.26,3203.75,2776516,344300.0,345929.0,342900.0,345929.0,280,214.88,215.47,212.8,215.42,17971949
2020-12-03 00:00:00-05:00,123.52,123.78,122.21,122.94,67399458,3205.46,3228.64,3181.31,3188.66,2578482,345500.0,347300.0,343602.0,346690.0,220,214.61,216.3757,213.65,214.27,19489315
2020-12-04 00:00:00-05:00,122.6,122.8608,121.52,122.24,65287653,3198.21,3198.21,3158.76,3163.49,2651712,347000.0,348000.0,345900.0,346930.0,652,214.22,215.38,213.18,214.4,19718805
2020-12-07 00:00:00-05:00,122.31,124.57,122.25,123.8,72463180,3156.48,3180.76,3141.69,3158.77,2291149,344785.0,345500.0,342600.0,343646.0,651,214.37,215.54,212.99,214.32,17290027
2020-12-08 00:00:00-05:00,124.37,124.98,123.09,124.33,69695298,3158.9,3184.13,3120.02,3176.64,2985433,341887.75,343190.6,340125.6,342310.0,303,213.97,216.95,212.89,215.99,18248687
2020-12-09 00:00:00-05:00,124.53,125.95,121.0,121.67,99218318,3167.89,3174.43,3088.0,3101.35,3743779,342526.0,343000.0,340300.0,341385.6,284,215.16,215.225,211.214,211.41,25270464
2020-12-10 00:00:00-05:00,120.5,123.87,120.15,123.22,70011939,3088.99,3142.1,3076.0,3100.07,2616777,339750.0,341942.0,339060.6,341127.03,265,211.77,213.08,210.36,210.515,21350370
2020-12-11 00:00:00-05:00,122.43,122.76,120.55,122.49,75289233,3096.66,3118.67,3072.82,3116.41,2829892,338440.0,340414.94,337167.0,339700.0,231,210.05,213.32,209.11,213.27,25404751
2020-12-14 00:00:00-05:00,122.6,123.35,121.55,121.77,65119346,3143.0,3190.47,3126.0,3156.97,3595275,342200.0,342200.0,334040.84,334427.22,345,213.1,216.21,212.88,214.19,22719582
2020-12-15 00:00:00-05:00,124.34,127.9,124.13,127.89,140585059,3181.01,3188.5,3130.49,3166.45,2911200,336494.0,338920.0,334642.78,336540.0,442,215.165,215.42,212.24,214.16,20310863
2020-12-16 00:00:00-05:00,127.41,128.37,126.56,127.75,84637825,3176.01,3247.0,3163.68,3240.96,3845903,337154.0,338559.0,333333.0,334200.0,419,214.75,220.11,214.72,219.19,28250581
2020-12-17 00:00:00-05:00,128.9,129.58,128.045,128.65,76704353,3250.0,3263.51,3221.0,3237.015,3037171,335000.16,338913.12,333150.0,338800.0,731,219.87,220.89,217.92,219.42,24306195
2020-12-18 00:00:00-05:00,128.96,129.1,126.12,126.65,109773113,3243.99,3249.42,3171.6,3201.07,4186849,338000.0,338468.25,333864.56,336250.0,488,218.59,219.69,216.02,218.15,31957813
2020-12-21 00:00:00-05:00,125.02,128.31,123.449,128.24,99115677,3200.01,3226.9666,3166.0,3205.74,3242075,333650.0,338400.0,333650.0,337800.0,404,217.55,224.0,217.2801,222.57,29644731
2020-12-22 00:00:00-05:00,131.61,134.405,129.65,131.845,156846263,3202.8435,3222.0,3180.08,3206.52,2098711,335535.0,336615.0,334500.0,334500.0,361,222.69,225.63,221.85,223.97,19271948
2020-12-23 00:00:00-05:00,132.16,132.43,130.78,130.96,76023894,3205.0,3210.13,3184.17,3186.73,1836532,336400.0,338532.75,336400.0,336600.0,458,223.11,223.5589,220.8,221.02,15366146
2020-12-24 00:00:00-05:00,131.32,133.46,131.1,131.99,51675667,3193.9,3202.0,3169.0,3171.16,1379521,337000.0,341000.0,337000.0,340357.0,210,221.42,223.61,221.2,222.71,9704782
2020-12-28 00:00:00-05:00,133.99,137.34,133.51,136.73,116008068,3194.0,3304.0,3172.69,3283.96,5387557,342000.0,345250.0,341445.0,343100.0,379,224.45,226.03,223.02,224.96,15814383
2020-12-29 00:00:00-05:00,138.05,138.789,134.3409,134.93,114407189,3309.94,3350.65,3281.223,3320.71,4605698,345143.94,346677.0,343975.0,344820.0,290,226.31,227.18,223.58,224.29,15518607
2020-12-30 00:00:00-05:00,135.58,135.99,133.4,133.72,87788124,3341.0,3342.1,3282.47,3285.85,2897643,344410.0,346110.66,343917.0,344480.0,183,225.23,225.63,221.47,221.68,16214759
2020-12-31 00:00:00-05:00,134.08,134.74,131.72,132.58,86901528,3275.0,3282.9219,3241.2,3256.41,2636124,344302.25,348500.0,343806.03,348500.0,271,221.7,223.0,219.68,222.37,15660731
2021-01-04 00:00:00-05:00,133.52,133.6116,126.76,129.41,123353442,3270.0,3272.0,3144.02,3186.65,3974073,347825.0,347825.0,340816.06,342975.38,399,222.53,223.0,214.81,217.81,27651582
2021-01-05 00:00:00-05:00,128.89,131.74,128.43,130.95,85139362,3166.01,3223.38,3165.06,3218.51,2325459,343900.0,344715.0,340850.0,341600.0,324,217.26,218.52,215.7,218.01,18061458
2021-01-06 00:00:00-05:00,127.72,131.0499,126.382,126.58,142064548,3146.48,3197.509,3131.16,3138.01,3919285,343000.0,349000.0,342000.0,345115.0,919,212.17,216.4899,211.94,212.22,29768110
2021-01-07 00:00:00-05:00,128.36,131.63,127.86,130.85,95314687,3157.0,3208.542,3155.0,3161.41,2951339,347900.0,351000.0,347120.03,349200.0,297,214.04,219.34,213.71,218.29,20366208
2021-01-08 00:00:00-05:00,132.43,132.63,130.23,131.99,93211863,3180.0,3190.64,3142.2,3182.7,3261271,350500.0,352032.0,348100.0,351500.0,241,218.68,220.58,217.0261,219.55,18248721
2021-01-11 00:00:00-05:00,129.19,130.17,128.5,128.98,84845947,3148.01,3156.384,3110.0,3115.75,3263070,348100.0,351140.66,348072.75,349879.3,156,218.47,218.91,216.73,217.5,15604905
2021-01-12 00:00:00-05:00,128.5,129.69,126.86,128.8199,83381829,3120.0,3142.1418,3086.0,3120.88,3009716,350050.0,351250.25,348250.0,350500.0,388,216.5,217.1,213.3202,214.93,20628633
2021-01-13 00:00:00-05:00,128.76,131.45,128.49,130.89,77928722,3128.44,3189.95,3122.08,3166.24,2985766,349147.0,353000.0,348140.38,352380.0,532,214.02,216.76,213.9266,216.41,16242982
2021-01-14 00:00:00-05:00,130.8,131.0,128.76,128.92,78672922,3167.52,3178.0,3120.59,3129.32,2668943,353100.0,353697.53,351573.84,353000.0,125,215.91,217.46,212.74,213.02,22710694
2021-01-15 00:00:00-05:00,128.78,130.2242,127.0,127.07,97478662,3123.02,3142.545,3095.17,3104.54,3703097,350540.0,352500.0,348500.0,351440.0,278,213.52,214.51,212.03,212.58,24935913
2021-01-19 00:00:00-05:00,127.78,128.71,126.938,127.82,77372754,3107.0,3145.0,3096.0,3121.0,2780438,351177.25,354837.0,348070.0,352422.0,317,213.75,216.98,212.63,216.44,21271315
2021-01-20 00:00:00-05:00,128.66,132.49,128.55,131.97,90745056,3181.99,3279.8,3175.0,3264.73,4777430,351975.0,353350.0,350639.38,352552.0,311,217.7,225.79,217.2908,224.18,32897784
2021-01-21 00:00:00-05:00,133.8,139.67,133.59,136.87,107349916,3293.0,3348.55,3289.5674,3307.21,4330235,354200.0,354834.56,352400.0,352400.2,412,224.7,226.3,222.42,224.9,24356192
2021-01-22 00:00:00-05:00,136.28,139.85,135.02,138.9699,104455613,3304.31,3321.91,3283.1643,3290.0,2377222,351800.0,351800.0,349500.0,350600.0,307,227.08,230.07,225.8,225.84,25777676
2021-01-25 00:00:00-05:00,143.07,145.09,136.54,142.9,142335837,3328.5,3363.89,3243.1462,3293.1,3353964,349000.0,352085.0,347250.0,351590.0,425,229.12,229.78,224.22,229.52,28689887
2021-01-26 00:00:00-05:00,143.6,144.3,141.37,143.185,85816874,3296.356,3338.0,3282.87,3326.12,2616245,350190.88,351800.0,349025.0,349794.97,222,231.86,234.18,230.08,232.5831,36339224
2021-01-27 00:00:00-05:00,143.43,144.3,140.41,142.53,110342303,3341.49,3346.52,3207.08,3234.98,4066864,346145.0,346645.0,341119.0,342485.0,464,238.0,240.44,230.14,233.09,62401253
2021-01-28 00:00:00-05:00,139.52,141.99,136.7,137.04,127192871,3235.04,3301.68,3228.69,3239.7,2742821,344340.0,351976.1,344340.0,348001.0,446,235.61,242.64,235.09,238.93,41216251
2021-01-29 00:00:00-05:00,135.83,136.74,130.21,131.83,162479747,3230.0,3236.99,3184.55,3206.31,2855494,344749.0,346355.0,343500.0,343500.0,200,235.99,238.02,231.35,231.81,35216615
2021-02-01 00:00:00-05:00,133.75,135.38,130.93,134.1,96660055,3242.36,3350.26,3235.025,3342.88,3734204,345000.0,346945.0,344250.0,346175.0,304,235.06,242.5,232.43,239.59,28891229
2021-02-02 00:00:00-05:00,135.73,136.31,134.61,134.98,73079171,3380.0,3427.74,3361.125,3383.23,5024907,348300.0,352000.0,348300.0,350157.03,424,241.3,242.31,238.69,239.48,22111183
2021-02-03 00:00:00-05:00,135.76,135.77,133.61,133.9,76952077,3425.01,3434.0,3308.62,3311.26,6445905,350200.0,351085.84,349250.0,350700.0,161,239.57,245.09,239.26,242.94,23166496
2021-02-04 00:00:00-05:00,136.3,137.4,134.59,137.4,71745898,3330.0,3347.0,3277.75,3330.84,3481246,351700.0,355000.0,351192.25,355000.0,379,242.66,243.2399,240.37,241.9,21079857
2021-02-05 00:00:00-05:00,137.35,137.42,135.86,136.77,69111348,3319.0,3377.0,3302.71,3352.49,3369086,355750.0,356500.0,353845.6,354347.0,282,242.23,243.28,240.42,242.2,14826950
2021-02-08 00:00:00-05:00,136.03,136.96,134.92,136.9007,63184550,3358.5,3365.0,3304.0,3323.49,3032558,355000.0,357100.0,354401.0,357100.0,314,243.15,243.68,240.81,242.47,14525276
2021-02-09 00:00:00-05:00,136.62,137.877,135.85,136.0,70140432,3312.49,3338.0,3297.84,3305.0,2046628,356588.0,362395.0,355021.0,361125.0,561,241.87,244.76,241.38,243.8,20027383
2021-02-10 00:00:00-05:00,136.48,136.99,134.4,135.36,66856066,3314.0,3317.9548,3254.0,3286.59,2828767,363145.0,363231.5,360555.66,362000.0,265,245.0,245.92,240.89,242.81,18932499
2021-02-11 00:00:00-05:00,135.9,136.39,133.77,135.12,59377028,3292.0,3292.0,3248.06,3261.65,2137817,361060.5,362300.0,360108.9,361650.0,182,244.78,245.15,242.15,244.52,12633636
2021-02-12 00:00:00-05:00,134.35,135.53,133.6921,135.38,54861442,3250.0,3280.25,3233.31,3278.38,2090930,359750.0,365725.0,359750.0,365500.0,445,243.9332,245.3,242.73,245.06,12741272
2021-02-16 00:00:00-05:00,135.49,136.01,132.79,133.16,72596290,3254.05,3308.3,3253.591,3267.05,2271010,367657.53,372660.6,366000.0,369595.6,863,245.03,246.13,242.92,243.71,19501800
2021-02-17 00:00:00-05:00,131.25,132.22,129.47,130.84,92298227,3263.6,3320.91,3259.4995,3307.8,3098210,368560.0,370872.75,368560.0,370400.0,495,241.32,244.31,240.94,244.26,17633314
2021-02-18 00:00:00-05:00,129.2,129.995,127.41,129.7127,90601312,3282.42,3338.0,3273.94,3329.43,2760173,368885.0,370000.0,364760.0,367400.0,1252,241.8,243.93,240.86,243.79,14063155
2021-02-19 00:00:00-05:00,130.24,130.71,128.8,129.85,79960220,3328.23,3333.5,3245.75,3251.0,3926662,368865.0,369333.88,364000.0,364840.0,1316,243.75,243.86,240.18,241.03,21543205
2021-02-22 00:00:00-05:00,128.01,129.72,125.6,126.01,93993093,3208.13,3232.3198,3172.26,3182.39,3060818,363380.06,371000.0,362860.0,369620.0,1694,237.42,237.93,232.4,234.6,30391961
2021-02-23 00:00:00-05:00,123.76,126.71,118.39,125.85,148286878,3127.03,3204.73,3093.6,3195.65,4308229,370487.5,371800.0,367235.56,371585.0,2934,230.325,234.83,228.73,233.27,27136326
2021-02-24 00:00:00-05:00,124.94,125.56,122.23,125.32,102399167,3166.75,3171.23,3125.38,3159.53,2674277,371182.5,376315.0,371122.5,375000.0,2626,230.01,235.2,229.0,234.54,21785463
2021-02-25 00:00:00-05:00,124.68,126.4585,120.54,121.0,134693926,3136.74,3178.26,3047.76,3057.16,4060542,375233.0,377356.94,366401.0,367477.5,2207,232.08,234.5852,227.88,228.83,33992522
2021-02-26 00:00:00-05:00,122.59,124.85,121.2,121.2,135693674,3095.2,3122.44,3036.7,3092.349,3796445,370220.0,374490.0,363680.0,364000.0,1858,231.525,235.37,229.54,232.19,29878303
2021-03-01 00:00:00-05:00,123.75,127.93,122.79,127.79,104597017,3127.89,3149.56,3097.99,3146.61,2457512,372555.0,378522.75,372175.94,377077.5,2915,235.9,237.47,233.15,236.94,20744175
2021-03-02 00:00:00-05:00,128.41,128.72,125.01,125.1601,91481050,3143.47,3163.52,3087.12,3095.99,2354430,378322.5,380000.0,376932.5,377400.0,2316,237.01,237.3,233.45,233.87,19279808
2021-03-03 00:00:00-05:00,124.81,125.71,121.84,122.06,99851557,3081.18,3107.775,2995.0,3005.01,3619826,377572.5,385000.0,377500.0,380787.5,2354,232.155,233.5799,227.28,227.55,29197735
2021-03-04 00:00:00-05:00,121.75,123.6,118.62,120.22,160007520,3012.0,3058.13,2945.43,2977.04,5291821,380442.53,382254.38,368430.0,371454.9,2604,226.735,232.49,224.26,226.9,40642140
2021-03-05 00:00:00-05:00,120.98,121.935,117.57,121.39,143229410,3005.0,3009.0,2881.0,3000.45,5094668,375823.03,383500.0,373595.0,383300.0,2496,229.5165,233.27,226.46,231.58,37372002
2021-03-08 00:00:00-05:00,120.93,121.0,116.21,116.4,141360327,3015.0,3064.59,2951.31,2951.951,3754633,385571.25,391852.5,383700.0,388000.0,2992,231.37,233.365,227.13,227.42,31225291
2021-03-09 00:00:00-05:00,119.03,122.06,118.79,121.08,113086734,3017.99,3090.96,3005.1475,3062.67,3452858,391167.5,397400.0,385800.0,391295.0,3170,232.88,235.3839,231.67,233.68,26775805
2021-03-10 00:00:00-05:00,121.69,122.17,119.45,119.97,104275213,3098.45,3116.46,3030.05,3057.64,2678924,394112.88,407750.0,392015.0,398750.0,4248,237.0,237.0,232.04,232.39,27118932
2021-03-11 00:00:00-05:00,122.54,123.21,121.26,121.95,93149616,3104.01,3131.7842,3082.93,3116.48,2494485,402495.0,402502.5,395062.25,395500.0,3114,234.96,239.17,234.31,237.26,23723386
2021-03-12 00:00:00-05:00,120.4,121.17,119.16,121.05,82228604,3075.0,3098.98,3045.5,3091.23,2187125,397900.0,401171.12,394730.0,394800.0,2419,234.01,235.82,233.23,235.8,19053720
2021-03-15 00:00:00-04:00,121.41,124.0,120.42,124.0,79200260,3074.57,3082.24,3032.09,3081.42,2584085,395785.0,395890.0,385131.38,386177.25,2990,234.96,235.185,231.81,234.81,21493073
2021-03-16 00:00:00-04:00,125.7,127.22,124.715,125.57,107714542,3104.97,3128.91,3075.86,3092.42,2306176,387095.0,387155.0,379212.0,382351.5,2358,236.28,240.055,235.94,237.69,23711872
2021-03-17 00:00:00-04:00,124.05,125.8599,122.336,124.8,85394195,3073.22,3173.05,3070.22,3135.2,2832264,382530.0,385832.0,380685.0,382500.0,3279,236.15,238.55,233.23,237.19,21121248
2021-03-18 00:00:00-04:00,122.88,123.18,120.32,120.55,110362637,3101.0,3116.63,3025.0,3027.99,3341991,384997.5,388630.0,381000.0,383100.03,2353,232.56,234.19,230.33,230.72,29621509
2021-03-19 00:00:00-04:00,119.9,121.43,119.675,119.87,114176811,3029.23,3077.285,3016.63,3072.99,3524817,382320.0,383612.5,377500.0,380797.75,2333,231.02,232.474,229.3496,229.91,28164302
2021-03-22 00:00:00-04:00,120.33,123.87,120.26,123.37,92770909,3067.85,3126.58,3060.05,3111.37,2427729,381807.5,382352.5,378392.88,380048.88,2358,230.27,236.9,230.14,236.04,22043621
