,BTC,BTC,BTC,BTC,BTC,BTC,,,,ETH,ETH,ETH,ETH,ETH,ETH
,Date,Open,High,Low,Close,Volume,,,,Date,Open,High,Low,Close,Volume
,3/27/2021 23:58:00,#N/A,#N/A,#N/A,55880.1,#N/A,,,,,,,,,
,3/28/2021 23:58:00,#N/A,#N/A,#N/A,55778.8,#N/A,,,,,,,,,
,3/29/2021 23:58:00,#N/A,#N/A,#N/A,57613.1,#N/A,,,,,,,,,
,3/30/2021 23:58:00,#N/A,#N/A,#N/A,58786.4,#N/A,,,,,,,,,
,3/31/2021 23:58:00,#N/A,#N/A,#N/A,58800,#N/A,,,,,,,,,
,4/1/2021 23:58:00,#N/A,#N/A,#N/A,58726.4,#N/A,,,,,,,,,
,4/2/2021 23:58:00,#N/A,#N/A,#N/A,58978.5,#N/A,,,,,,,,,
,4/3/2021 23:58:00,#N/A,#N/A,#N/A,57094.3,#N/A,,,,,,,,,
,4/4/2021 23:58:00,#N/A,#N/A,#N/A,58200.2,#N/A,,,,,,,,,
,4/5/2021 23:58:00,#N/A,#N/A,#N/A,59123,#N/A,,,,,,,,,
,4/6/2021 23:58:00,#N/A,#N/A,#N/A,58014.5,#N/A,,,,,,,,,
,4/7/2021 23:58:00,#N/A,#N/A,#N/A,55955.7,#N/A,,,,,,,,,
,4/8/2021 23:58:00,#N/A,#N/A,#N/A,58019.8,#N/A,,,,,,,,,
,4/9/2021 23:58:00,#N/A,#N/A,#N/A,58092.6,#N/A,,,,,,,,,
,4/10/2021 23:58:00,#N/A,#N/A,#N/A,59778.6,#N/A,,,,,,,,,
,4/11/2021 23:58:00,#N/A,#N/A,#N/A,59989.2,#N/A,,,,,,,,,
,4/12/2021 23:58:00,#N/A,#N/A,#N/A,59886.1,#N/A,,,,,,,,,
