,Date,Open,High,Low,Close,Adj Close,Volume,Date,Open,High,Low,Close,Adj Close,Volume
34,2020-04-20,7186.873535,7240.290526999999,6835.50293,6881.958495999999,6881.958495999999,37747113936.0,2020-04-20,181.480225,186.083542,170.321274,172.29716499999998,172.29716499999998,21266681335.0
35,2020-04-21,6879.78418,6934.551758,6834.442383,6880.323242,6880.323242,32589741511.0,2020-04-21,172.01771499999998,175.17846699999998,170.552841,172.737701,172.737701,16458767984.0
36,2020-04-22,6879.44043,7145.865723000001,6867.781738,7117.20752,7117.20752,33249153866.0,2020-04-22,172.67039499999998,183.75100700000002,171.826599,182.599579,182.599579,17994666395.0
37,2020-04-23,7121.306151999999,7491.785156,7081.594727,7429.724609000001,7429.724609000001,43500782316.0,2020-04-23,182.620178,189.088867,180.340652,185.028671,185.028671,21275740032.0
38,2020-04-24,7434.181640999999,7574.195801000001,7434.181640999999,7550.900879000001,7550.900879000001,34636526286.0,2020-04-24,185.222107,190.210388,185.222107,189.23693799999998,189.23693799999998,16788555028.0
39,2020-04-25,7550.48291,7641.36377,7521.672363,7569.936035,7569.936035,32941541447.0,2020-04-25,189.207397,196.792374,188.45953400000002,195.515305,195.515305,18260969748.0
40,2020-04-26,7570.13916,7700.594238,7561.407715,7679.867187999999,7679.867187999999,33070154491.0,2020-04-26,195.413589,199.344971,194.768066,197.31753500000002,197.31753500000002,18335367012.0
41,2020-04-27,7679.418945,7795.601073999999,7679.418945,7795.601073999999,7795.601073999999,36162144725.0,2020-04-27,197.475723,199.552795,193.454163,197.224716,197.224716,18670194595.0
42,2020-04-28,7796.970215,7814.527344,7730.806640999999,7807.058594,7807.058594,33187959921.0,2020-04-28,197.27351399999998,198.786545,194.849426,198.41539,198.41539,18217507467.0
43,2020-04-29,7806.712401999999,8871.753906,7786.049316,8801.038086,8801.038086,60201052203.0,2020-04-29,198.465195,218.454636,198.124512,216.968231,216.968231,26397548759.0
44,2020-04-30,8797.669922,9440.650391,8533.255859,8658.553711,8658.553711,66964629541.0,2020-04-30,216.909134,227.529694,206.43692,207.602051,207.602051,28089191904.0
45,2020-05-01,8672.782227,9048.023438,8667.763672,8864.766602,8864.766602,44068389997.0,2020-05-01,207.901733,217.628021,207.78088400000001,214.21910099999997,214.21910099999997,20816320834.0
46,2020-05-02,8869.057617,9007.1875,8811.366211,8988.59668,8988.59668,40134388683.0,2020-05-02,214.230087,215.847534,212.878677,215.32537799999997,215.32537799999997,18260876092.0
47,2020-05-03,8983.614258,9167.78125,8830.97168,8897.46875,8897.46875,47101785174.0,2020-05-03,215.352066,219.27087400000002,208.692368,210.93315099999998,210.93315099999998,20469034664.0
48,2020-05-04,8895.745117,8956.90625,8645.024414,8912.654297,8912.654297,45718796276.0,2020-05-04,210.890854,211.82838399999997,199.047729,208.174011,208.174011,22602446422.0
49,2020-05-05,8912.832031,9062.415039,8856.827148,9003.070313,9003.070313,43148462663.0,2020-05-05,208.013,211.778625,204.031128,206.774399,206.774399,19004689099.0
50,2020-05-06,9007.441406,9411.467773,8966.706055,9268.761719,9268.761719,49371886931.0,2020-05-06,206.481354,211.534622,204.040878,204.055786,204.055786,20343543799.0
51,2020-05-07,9261.895508,9992.664063,9138.322266,9951.518555,9951.518555,61112700562.0,2020-05-07,203.912857,214.392471,202.07484399999998,212.289413,212.289413,23594744655.0
52,2020-05-08,9936.162109,9996.743164,9767.172852,9842.666016,9842.666016,51780748042.0,2020-05-08,212.198242,216.32768199999998,208.830734,212.991577,212.991577,20445139356.0
53,2020-05-09,9840.90625,9913.863281,9580.644531,9593.896484,9593.896484,46566121841.0,2020-05-09,213.142166,214.73912,209.071518,211.60012799999998,211.60012799999998,18950547549.0
54,2020-05-10,9591.168945,9595.581055,8395.107422,8756.430664,8756.430664,63325279337.0,2020-05-10,211.5522,211.5522,182.711166,188.599564,188.599564,25211575193.0
55,2020-05-11,8755.535156,9033.470703,8374.323242,8601.795898,8601.795898,57119858802.0,2020-05-11,188.63218700000002,191.362335,180.718338,185.91284199999998,185.91284199999998,20054601647.0
56,2020-05-12,8610.385742,8949.898438,8569.643555,8804.477539,8804.477539,42142717533.0,2020-05-12,185.87733500000002,191.601349,185.701797,189.3125,189.3125,15899726284.0
57,2020-05-13,8805.387695,9317.878906,8805.387695,9269.987305,9269.987305,45558144023.0,2020-05-13,189.3741,200.197327,189.127701,199.193283,199.193283,17054662289.0
58,2020-05-14,9271.329102,9793.268555,9255.035156,9733.72168,9733.72168,56426907637.0,2020-05-14,198.89151,204.117599,196.86882,202.949097,202.949097,20150524861.0
59,2020-05-15,9734.291016,9755.828125,9261.398438,9328.197266,9328.197266,48158802327.0,2020-05-15,202.955399,203.56639099999998,193.755676,195.62266499999998,195.62266499999998,16602342092.0
60,2020-05-16,9333.240234,9564.205078,9260.694336,9377.013672,9377.013672,36164766408.0,2020-05-16,195.613388,202.771194,194.501587,200.677124,200.677124,15379081645.0
61,2020-05-17,9374.929688,9823.001953,9349.545898,9670.739258,9670.739258,40084250663.0,2020-05-17,200.608871,209.160934,200.102798,207.158691,207.158691,15470397303.0
62,2020-05-18,9675.695313,9906.030273,9570.359375,9726.575195,9726.575195,41827139896.0,2020-05-18,207.179779,215.90846299999998,207.10907,214.52505499999998,214.52505499999998,17411566928.0
63,2020-05-19,9727.063477,9836.047852,9539.624023,9729.038086,9729.038086,39254288955.0,2020-05-19,214.604935,214.604935,210.14305099999999,213.451111,213.451111,14346192779.0
64,2020-05-20,9725.329102,9804.793945,9447.201172,9522.981445,9522.981445,36546239703.0,2020-05-20,213.446243,214.716827,207.97581499999998,210.096741,210.096741,12730175511.0
65,2020-05-21,9522.740234,9555.242188,8869.930664,9081.761719,9081.761719,39326160532.0,2020-05-21,210.12915,211.62518300000002,193.346436,199.88360600000001,199.88360600000001,13308321229.0
66,2020-05-22,9080.334961,9232.936523,9008.638672,9182.577148,9182.577148,29810773699.0,2020-05-22,199.83711200000002,208.59153700000002,198.040863,207.169189,207.169189,12041592114.0
67,2020-05-23,9185.0625,9302.501953,9118.108398,9209.287109,9209.287109,27727866812.0,2020-05-23,207.19448899999998,210.38645899999997,205.29422,208.694397,208.694397,10665476768.0
68,2020-05-24,9212.283203,9288.404297,8787.250977,8790.368164,8790.368164,32518803300.0,2020-05-24,208.716064,210.59507799999997,202.37034599999998,202.37034599999998,202.37034599999998,11833299572.0
69,2020-05-25,8786.107422,8951.005859,8719.667969,8906.93457,8906.93457,31288157264.0,2020-05-25,201.982651,206.36145,200.66755700000002,205.319748,205.319748,10415044124.0
70,2020-05-26,8909.585938,8991.967773,8757.293945,8835.052734,8835.052734,29584186947.0,2020-05-26,205.259567,205.752548,200.264282,201.902313,201.902313,10159741290.0
71,2020-05-27,8837.380859,9203.320313,8834.157227,9181.017578,9181.017578,32740536902.0,2020-05-27,201.89300500000002,208.863434,201.785065,208.863434,208.863434,10631034756.0
72,2020-05-28,9184.945313,9546.319336,9148.457031,9525.750977,9525.750977,34367073114.0,2020-05-28,208.88543700000002,220.276505,206.242661,219.840424,219.840424,12212469604.0
73,2020-05-29,9528.355469,9573.666992,9379.338867,9439.124023,9439.124023,32896642044.0,2020-05-29,219.92504900000003,224.216873,218.238052,220.675125,220.675125,12265816557.0
74,2020-05-30,9438.914063,9704.030273,9366.729492,9700.414063,9700.414063,32722975141.0,2020-05-30,220.717209,243.94314599999998,218.744461,242.345596,242.345596,15027397867.0
75,2020-05-31,9700.105469,9700.34375,9432.296875,9461.058594,9461.058594,27773290299.0,2020-05-31,242.351379,244.04525800000002,230.05282599999998,230.975708,230.975708,12234904813.0
76,2020-06-01,9463.605469,10199.56543,9450.899414,10167.268555,10167.268555,35198901068.0,2020-06-01,230.86026,248.236282,230.488052,246.99176,246.99176,13951727936.0
77,2020-06-02,10162.973633,10182.34082,9460.571289,9529.803711,9529.803711,39137252109.0,2020-06-02,246.828186,252.222,233.225296,237.21905499999997,237.21905499999997,13782107567.0
78,2020-06-03,9533.760742,9682.859375,9471.84668,9656.717773,9656.717773,25007459262.0,2020-06-03,237.39521800000003,244.179321,235.464447,244.179321,244.179321,9861760817.0
79,2020-06-04,9655.854492,9887.610352,9525.24707,9800.636719,9800.636719,25921805072.0,2020-06-04,244.10528599999998,245.92897000000002,236.76530499999998,244.426392,244.426392,10170414304.0
80,2020-06-05,9800.21582,9869.237305,9663.216797,9665.533203,9665.533203,23509628646.0,2020-06-05,244.349594,247.329498,240.68205299999997,241.22198500000002,241.22198500000002,9293963914.0
81,2020-06-06,9664.904297,9773.431641,9591.024414,9653.679688,9653.679688,20438419222.0,2020-06-06,241.20135499999998,245.981049,239.724533,241.93132000000003,241.93132000000003,8114873845.0
82,2020-06-07,9653.00293,9768.498047,9458.150391,9758.852539,9758.852539,25015250846.0,2020-06-07,241.908081,245.43525699999998,236.325256,245.167252,245.167252,9544883157.0
83,2020-06-08,9760.063477,9782.306641,9675.885742,9771.489258,9771.489258,21486346312.0,2020-06-08,245.17857400000003,246.644196,241.542191,246.309906,246.309906,8076783299.0
84,2020-06-09,9774.360352,9836.369141,9664.719727,9795.700195,9795.700195,23717842783.0,2020-06-09,246.17501800000002,248.342438,242.33854700000003,244.91145299999997,244.91145299999997,8446545788.0
85,2020-06-10,9794.119141,9908.896484,9728.291016,9870.094727,9870.094727,25706567601.0,2020-06-10,244.822067,248.651154,242.819748,247.444946,247.444946,8792990206.0
86,2020-06-11,9870.078125,9938.297852,9263.069336,9321.78125,9321.78125,30247143440.0,2020-06-11,247.54853799999998,249.888306,229.94297799999998,231.702667,231.702667,12356528860.0
87,2020-06-12,9320.69043,9540.46582,9285.851563,9480.84375,9480.84375,22610564515.0,2020-06-12,231.625458,239.354691,229.645065,237.49321,237.49321,8868955009.0
88,2020-06-13,9480.735352,9493.211914,9396.009766,9475.277344,9475.277344,17564322315.0,2020-06-13,237.544617,239.1931,235.889679,238.908844,238.908844,7141624980.0
89,2020-06-14,9477.553711,9482.270508,9347.59375,9386.788086,9386.788086,18991732746.0,2020-06-14,238.968185,239.101456,232.95819100000003,234.1147,234.1147,7439385176.0
90,2020-06-15,9386.035156,9504.860352,8990.175781,9450.702148,9450.702148,26699704768.0,2020-06-15,234.058304,234.237839,221.24176,229.92890899999998,229.92890899999998,10536099884.0
91,2020-06-16,9454.266602,9579.430664,9400.445313,9538.024414,9538.024414,21565537209.0,2020-06-16,229.762299,236.394302,228.42614700000001,234.41616800000003,234.41616800000003,7965648016.0
92,2020-06-17,9533.78418,9540.422852,9327.339844,9480.254883,9480.254883,20177709879.0,2020-06-17,234.492371,235.954056,229.341644,233.028275,233.028275,7701391592.0
93,2020-06-18,9481.567383,9482.782227,9328.395508,9411.84082,9411.84082,17770083003.0,2020-06-18,232.89869700000003,234.570648,228.951431,232.101166,232.101166,6713800872.0
94,2020-06-19,9410.293945,9440.875977,9274.295898,9288.018555,9288.018555,19632223107.0,2020-06-19,231.954971,232.15411400000002,226.795181,227.13828999999998,227.13828999999998,6946372590.0
95,2020-06-20,9290.959961,9394.97168,9247.379883,9332.34082,9332.34082,17130541557.0,2020-06-20,226.97636400000002,231.44902000000002,226.640625,229.274261,229.274261,6252830566.0
96,2020-06-21,9330.926758,9401.107422,9300.430664,9303.629883,9303.629883,15324301169.0,2020-06-21,229.21614100000002,232.358948,228.492996,228.98982200000003,228.98982200000003,5600408178.0
97,2020-06-22,9300.915039,9655.073242,9296.87207,9648.717773,9648.717773,21104009514.0,2020-06-22,229.003372,243.77601600000003,228.93473799999998,242.533188,242.533188,9079586552.0
98,2020-06-23,9644.076172,9670.541016,9547.24707,9629.658203,9629.658203,17006433272.0,2020-06-23,242.53701800000002,244.86441000000002,239.759735,244.14215099999998,244.14215099999998,6624530348.0
99,2020-06-24,9632.149414,9680.367188,9278.233398,9313.610352,9313.610352,18961716076.0,2020-06-24,244.185928,248.50802599999997,232.80773900000003,235.772461,235.772461,8815030025.0
100,2020-06-25,9314.126953,9340.161133,9095.324219,9264.813477,9264.813477,18616048626.0,2020-06-25,235.70285,236.053406,230.2966,232.944489,232.944489,7010426122.0
101,2020-06-26,9260.995117,9310.516602,9101.738281,9162.917969,9162.917969,18341465837.0,2020-06-26,232.877487,233.901932,229.25946000000002,229.668045,229.668045,7187490226.0
102,2020-06-27,9167.824219,9207.810547,8998.216797,9045.390625,9045.390625,17273093144.0,2020-06-27,229.631485,232.493423,220.564575,222.95979300000002,222.95979300000002,6918380955.0
103,2020-06-28,9048.460938,9197.546875,8975.525391,9143.582031,9143.582031,14560870760.0,2020-06-28,222.91449,228.59828199999998,219.47267200000002,225.347168,225.347168,6205925718.0
104,2020-06-29,9140.029297,9237.573242,9041.875977,9190.854492,9190.854492,16460547078.0,2020-06-29,225.361435,229.90321400000002,222.25499,228.19487,228.19487,6726164653.0
105,2020-06-30,9185.581055,9217.835938,9084.837891,9137.993164,9137.993164,15735797744.0,2020-06-30,227.96842999999998,229.47680699999998,224.81518599999998,226.315002,226.315002,6094093001.0
106,2020-07-01,9145.985352,9309.754883,9104.735352,9228.325195,9228.325195,15971550355.0,2020-07-01,226.13458300000002,232.75611899999998,224.83573900000002,231.113419,231.113419,6463737443.0
107,2020-07-02,9231.139648,9274.962891,9036.623047,9123.410156,9123.410156,16338916796.0,2020-07-02,231.28891000000002,232.396881,225.46196,229.392197,229.392197,6212210566.0
108,2020-07-03,9124.842773,9202.344727,9058.794922,9087.303711,9087.303711,13078970999.0,2020-07-03,229.318954,229.629318,224.913971,225.38707000000002,225.38707000000002,5109032700.0
109,2020-07-04,9084.233398,9183.295898,9053.629883,9132.488281,9132.488281,12290528515.0,2020-07-04,225.288483,230.054138,225.133316,229.074112,229.074112,5228310135.0
110,2020-07-05,9126.09082,9162.183594,8977.015625,9073.942383,9073.942383,12903406143.0,2020-07-05,228.976196,229.85672000000002,224.544495,227.66459700000001,227.66459700000001,5292172429.0
111,2020-07-06,9072.849609,9375.474609,9058.664063,9375.474609,9375.474609,17889263252.0,2020-07-06,227.685013,242.132706,227.02952599999998,241.510223,241.510223,8782917553.0
112,2020-07-07,9349.161133,9360.617188,9201.81543,9252.277344,9252.277344,13839652595.0,2020-07-07,240.972595,242.68185400000002,234.218658,239.075531,239.075531,6441497597.0
113,2020-07-08,9253.020508,9450.335938,9249.5,9428.333008,9428.333008,19702359883.0,2020-07-08,239.159973,248.30886800000002,238.39837599999998,246.67001299999998,246.67001299999998,9892586411.0
114,2020-07-09,9427.994141,9431.378906,9234.999023,9277.967773,9277.967773,18000702524.0,2020-07-09,246.74829100000002,247.29167200000003,239.89865099999997,243.01596099999998,243.01596099999998,8429099199.0
115,2020-07-10,9273.357422,9287.47168,9118.001953,9278.807617,9278.807617,16860035605.0,2020-07-10,242.868011,242.883789,236.73053,240.98498500000002,240.98498500000002,7281370522.0
116,2020-07-11,9277.511719,9293.532227,9199.485352,9240.34668,9240.34668,13249910444.0,2020-07-11,241.04478500000002,241.527481,238.33123799999998,239.45817599999998,239.45817599999998,5643067316.0
117,2020-07-12,9241.054688,9319.418945,9197.450195,9276.5,9276.5,14452361907.0,2020-07-12,239.459641,243.311142,237.77021800000003,242.13169900000003,242.13169900000003,6596394718.0
118,2020-07-13,9277.205078,9306.405273,9224.292969,9243.614258,9243.614258,17519821266.0,2020-07-13,242.18187000000003,244.310516,238.232376,239.604584,239.604584,7787751468.0
119,2020-07-14,9238.703125,9283.841797,9171.661133,9243.213867,9243.213867,18085038362.0,2020-07-14,239.975616,242.003784,237.796188,240.211487,240.211487,7357458555.0
120,2020-07-15,9241.897461,9275.325195,9171.933594,9192.836914,9192.836914,15844731575.0,2020-07-15,240.143646,241.40269500000002,237.09617599999999,238.423523,238.423523,6189328448.0
121,2020-07-16,9191.980469,9214.3125,9088.947266,9132.227539,9132.227539,15713967523.0,2020-07-16,238.45091200000002,239.006256,231.62117,233.64088399999997,233.64088399999997,5832057567.0
122,2020-07-17,9131.8125,9182.253906,9089.202148,9151.392578,9151.392578,13944570749.0,2020-07-17,233.691391,234.41507000000001,232.10997000000003,232.773087,232.773087,5859850529.0
123,2020-07-18,9151.183594,9230.983398,9100.824219,9159.040039,9159.040039,12252601475.0,2020-07-18,232.85568199999997,236.543976,232.32488999999998,235.48381,235.48381,5397402117.0
124,2020-07-19,9158.005859,9201.398438,9097.632813,9185.817383,9185.817383,12939002784.0,2020-07-19,235.45829799999998,239.16069,233.279739,238.48751800000002,238.48751800000002,6251377305.0
125,2020-07-20,9187.220703,9214.270508,9137.509766,9164.231445,9164.231445,13755604146.0,2020-07-20,238.49487299999998,239.576248,234.852646,236.15316800000002,236.15316800000002,5600686192.0
126,2020-07-21,9162.514648,9407.262695,9149.389648,9374.887695,9374.887695,18069581956.0,2020-07-21,236.30250499999997,246.18626400000002,235.680969,245.016724,245.016724,6806696015.0
127,2020-07-22,9375.080078,9530.518555,9319.65332,9525.363281,9525.363281,16532254884.0,2020-07-22,245.037262,262.985046,242.484344,262.190643,262.190643,7702077383.0
128,2020-07-23,9527.141602,9610.24707,9483.003906,9581.072266,9581.072266,18146399002.0,2020-07-23,262.388641,277.583466,261.047089,274.689056,274.689056,10281309262.0
129,2020-07-24,9585.514648,9623.336914,9481.454102,9536.892578,9536.892578,16552768325.0,2020-07-24,274.722687,286.192841,269.239777,279.21542400000004,279.21542400000004,9466060358.0
130,2020-07-25,9539.485352,9704.556641,9530.211914,9677.113281,9677.113281,16610070933.0,2020-07-25,279.026367,306.740997,279.026367,304.056763,304.056763,10785021813.0
131,2020-07-26,9680.234375,10023.807617,9652.847656,9905.166992,9905.166992,20507998997.0,2020-07-26,303.692383,316.386322,300.267822,309.643616,309.643616,12003973026.0
132,2020-07-27,9905.217773,11298.22168,9903.969727,10990.873047,10990.873047,35359749590.0,2020-07-27,309.65792799999997,330.701202,309.65792799999997,321.51409900000004,321.51409900000004,15644257058.0
133,2020-07-28,11017.463867,11204.327148,10632.631836,10912.823242,10912.823242,28766551142.0,2020-07-28,321.829742,325.905975,307.721344,316.65725699999996,316.65725699999996,12357108065.0
134,2020-07-29,10912.953125,11304.397461,10856.141602,11100.467773,11100.467773,24617249715.0,2020-07-29,316.555359,324.38079799999997,313.109589,318.19088700000003,318.19088700000003,10878845706.0
135,2020-07-30,11099.833008,11169.356445,10895.455078,11111.213867,11111.213867,22857247901.0,2020-07-30,318.144989,338.631195,315.751099,334.586639,334.586639,11827689045.0
136,2020-07-31,11110.210938,11415.864258,10987.053711,11323.466797,11323.466797,23160469766.0,2020-07-31,334.63372799999996,348.611359,329.340942,345.55465699999996,345.55465699999996,12030600492.0
137,2020-08-01,11322.570313,11794.775391,11239.682617,11759.592773,11759.592773,26075670303.0,2020-08-01,345.798615,388.847961,343.58743300000003,385.199707,385.199707,14045259477.0
138,2020-08-02,11758.764648,12034.144531,11018.129883,11053.614258,11053.614258,27410067336.0,2020-08-02,385.549866,411.228302,357.143646,370.67172200000005,370.67172200000005,18909744275.0
139,2020-08-03,11043.768555,11453.079102,11012.415039,11246.348633,11246.348633,20271713443.0,2020-08-03,371.13385,396.50698900000003,369.33633399999997,386.295166,386.295166,12834648062.0
140,2020-08-04,11246.203125,11385.381836,11094.145508,11205.892578,11205.892578,21250197042.0,2020-08-04,386.156464,400.700623,382.98510699999997,389.87548799999996,389.87548799999996,14086704221.0
141,2020-08-05,11203.823242,11786.617188,11158.285156,11747.022461,11747.022461,24411254471.0,2020-08-05,389.71081499999997,406.303955,386.218475,401.590576,401.590576,12875466638.0
142,2020-08-06,11749.871094,11902.335938,11598.713867,11779.773438,11779.773438,23400740340.0,2020-08-06,401.583862,403.488678,392.600189,394.961945,394.961945,11304626458.0
143,2020-08-07,11778.894531,11898.038086,11408.59375,11601.472656,11601.472656,23132312867.0,2020-08-07,395.226868,398.249023,367.935516,379.512848,379.512848,12751687084.0
144,2020-08-08,11604.553711,11800.064453,11558.431641,11754.045898,11754.045898,17572057837.0,2020-08-08,379.551575,393.987366,377.349731,393.987366,393.987366,9342060531.0
145,2020-08-09,11737.325195,11806.056641,11548.78418,11675.739258,11675.739258,17489608833.0,2020-08-09,395.30523700000003,399.737091,385.830719,391.120453,391.120453,9451065592.0
146,2020-08-10,11662.256836,12045.140625,11662.256836,11878.111328,11878.111328,26114112569.0,2020-08-10,391.04150400000003,399.375946,391.04150400000003,395.887573,395.887573,11685827893.0
147,2020-08-11,11881.647461,11932.710938,11195.708984,11410.525391,11410.525391,27039782640.0,2020-08-11,395.894714,398.47891200000004,370.86062599999997,380.384064,380.384064,12792218737.0
148,2020-08-12,11404.59668,11748.396484,11249.605469,11584.93457,11584.93457,25064548486.0,2020-08-12,380.063812,391.312317,367.923615,391.02417,391.02417,12408772745.0
149,2020-08-13,11588.405273,11796.396484,11216.87207,11784.137695,11784.137695,27522199497.0,2020-08-13,390.838104,432.90460199999995,379.710876,428.74179100000003,428.74179100000003,18480303526.0
150,2020-08-14,11772.65918,12150.994141,11685.455078,11768.871094,11768.871094,24237958589.0,2020-08-14,428.67727699999995,444.57775899999996,423.34585599999997,437.39782699999995,437.39782699999995,15064589987.0
151,2020-08-15,11768.697266,11963.203125,11768.697266,11865.698242,11865.698242,23354924400.0,2020-08-15,437.56298799999996,441.754608,429.87460300000004,433.35491900000005,433.35491900000005,12416067894.0
152,2020-08-16,11866.685547,11934.901367,11737.188477,11892.803711,11892.803711,20583375490.0,2020-08-16,433.350586,436.26583899999997,415.086243,433.78662099999997,433.78662099999997,12168816874.0
153,2020-08-17,11895.658203,12359.056641,11806.696289,12254.402344,12254.402344,28227687027.0,2020-08-17,433.973755,442.73498499999994,422.64727800000003,429.53125,429.53125,13227089410.0
