Date,SP500,Nasdaq,BA,DAL,MGM,WYNN,Tesla,Gamestop,AAPL,AMZN,BRK.A,MSFT,BTC,ETH
2020-12-18,369.179993,12755.639648,220.1,40.66,31.65,115.94,664.99,15.63,126.65,3201.07,336250.0,218.15,23137.960938,654.811951
2020-12-21,367.859985,12742.519531,219.285,40.14,30.49,112.48,649.78,15.5202,128.24,3205.74,337800.0,222.57,22803.082031,609.817871
2020-12-22,367.23999,12807.919922,218.82,38.93,30.35,112.62,640.09,19.43,131.845,3206.52,334500.0,223.97,23783.029297,634.854187
2020-12-23,367.570007,12771.110352,219.56,40.23,30.98,115.29,645.98,20.58,130.96,3186.73,336600.0,221.02,23241.345703,583.7146
2020-12-24,369.0,12804.730469,217.13,39.73,30.73,114.33,661.66,20.2,131.99,3171.16,340357.0,222.71,23735.949219,611.607178
2020-12-28,372.170013,12899.419922,216.09,40.14,31.31,115.48,663.77,20.98,136.73,3283.96,343100.0,224.96,27084.808594,730.397339
2020-12-29,371.459991,12850.219727,216.185,40.04,30.77,114.31,665.98,19.37,134.93,3320.71,344820.0,224.29,27362.4375,731.520142
2020-12-30,371.98999,12870.0,216.5983,40.56,31.21,113.41,694.71,19.26,133.72,3285.85,344480.0,221.68,28840.953125,751.618958
2020-12-31,373.880005,12888.280273,214.01,40.19,31.49,112.8,705.21,18.81,132.58,3256.41,348500.0,222.37,29001.720702999995,737.803406
2021-01-04,368.790009,12698.450195,202.91,38.73,29.7,106.9,729.75,17.24,129.41,3186.65,342975.38,217.81,31971.914063,1040.233032
2021-01-05,371.329987,12818.959961,211.71,39.56,30.37,110.16,735.055,17.36,130.95,3218.51,341600.0,218.01,33992.429688,1100.0061039999996
2021-01-06,373.549988,12740.790039,210.995,40.37,31.19,110.89,756.46,18.39,126.58,3138.01,345115.0,212.22,36824.363281,1207.112183
2021-01-07,379.100006,13067.480469,212.71,40.23,30.6,109.77,816.24,18.12,130.85,3161.41,349200.0,218.29,39371.042969,1225.678101
2021-01-08,381.26001,13201.980469,209.9,40.03,31.36,109.02,880.03,17.6899,131.99,3182.7,351500.0,219.55,40797.609375,1224.197144
2021-01-11,378.690002,13036.429688,206.79,39.41,30.78,108.07,811.18,19.93,128.98,3115.75,349879.3,217.5,35566.65625,1090.145386
2021-01-12,378.769989,13072.429688,208.41,40.3,30.27,110.0,849.22,19.94,128.8199,3120.88,350500.0,214.93,33922.960938,1043.43457
2021-01-13,379.790009,13128.950195,207.2153,40.43,30.03,107.91,854.42,31.44,130.89,3166.24,352380.0,216.41,37316.359375,1130.73938
2021-01-14,378.459991,13112.639648,209.91,41.46,30.28,109.0,844.21,39.9184,128.92,3129.32,353000.0,213.02,39187.328125,1218.453003
2021-01-15,375.700012,12998.5,204.27,39.96,29.81,106.24,826.16,35.49,127.07,3104.54,351440.0,212.58,36825.367188,1171.834595
2021-01-19,378.649994,13197.179688,210.7,40.31,30.54,107.14,844.5,39.51,127.82,3121.0,352422.0,216.44,36069.804688,1377.295898
2021-01-20,383.890015,13457.25,211.4,41.62,31.05,110.01,850.65,39.12,131.97,3264.73,352552.0,224.18,35547.75,1382.274048
2021-01-21,384.23999,13530.910156,207.46,40.685,31.53,109.13,844.97,43.02,136.87,3307.21,352400.2,224.9,30825.699219,1121.570923
2021-01-22,382.880005,13543.05957,205.83,39.97,31.37,107.45,846.5,64.85,138.9699,3290.0,350600.0,225.84,33005.761719,1236.512207
2021-01-25,384.390015,13635.990234,203.32,38.9,29.97,108.0661,880.81,76.765,142.9,3293.1,351590.0,229.52,32366.392577999995,1324.414795
2021-01-26,383.790009,13626.05957,202.0,39.31,29.59,105.95,883.46,145.965,143.185,3326.12,349794.97,232.5831,32569.849609,1357.058105
2021-01-27,374.410004,13270.599609,194.03,38.54,28.37,100.8,864.65,345.0,142.53,3234.98,342485.0,233.09,30432.546875,1253.187134
2021-01-28,377.630005,13337.160156,197.12,40.07,29.55,102.05,835.48,197.44,137.04,3239.7,348001.0,238.93,31649.605469,1298.101807
2021-01-29,370.070007,13070.69043,194.11,37.94,28.55,99.64,793.311,328.24,131.83,3206.31,343500.0,231.81,34316.386719,1382.522827
2021-02-01,376.230011,13403.389648,195.67,37.81,29.28,101.75,840.0166,227.0,134.1,3342.88,346175.0,239.59,33537.175781,1369.040527
2021-02-02,381.549988,13612.780272999997,200.92,38.81,30.65,106.1,872.79,90.47,134.98,3383.23,350157.03,239.48,35510.289063,1515.193726
2021-02-03,381.850006,13610.540038999998,207.29,39.76,30.89,108.43,854.7,92.0431,133.9,3311.26,350700.0,242.94,37472.089844,1660.909546
2021-02-04,386.190002,13777.740234,210.67,40.94,32.48,108.69,849.99,53.378,137.4,3330.84,355000.0,241.9,36926.066406,1594.762695
2021-02-05,387.709991,13856.299805,207.86,41.1489,34.24,117.02,852.61,63.7601,136.77,3352.49,354347.0,242.2,38144.308594,1718.6508789999998
2021-02-08,390.51001,13987.639647999997,211.9499,43.23,35.6,117.55,863.3,59.9599,136.9007,3323.49,357100.0,242.47,46196.464844,1746.616821
2021-02-09,390.25,14007.700195,215.17,42.51,35.83,113.26,849.25,50.32,136.0,3305.0,361125.0,243.8,46481.105469,1768.035034
2021-02-10,390.079987,13972.530272999997,212.0,42.91,36.53,116.44,805.0,51.19,135.36,3286.59,362000.0,242.81,44918.183594,1744.2434079999996
2021-02-11,390.709991,14025.769531,210.53,42.72,35.3,114.55,811.65,50.9,135.12,3261.65,361650.0,244.52,47909.332031,1783.7979739999996
2021-02-12,392.640015,14095.469727000003,210.98,43.29,35.94,117.85,816.04,52.33,135.38,3278.38,365500.0,245.06,47504.851563,1843.532593
2021-02-16,392.299988,14047.5,217.18,44.65,35.0,121.405,795.99,49.5,133.16,3267.05,369595.6,243.71,49199.871094,1781.067505
2021-02-17,392.390015,13965.490234,215.61,44.38,34.94,122.1,798.25,45.845,130.84,3307.8,370400.0,244.26,52149.007813,1848.458252
2021-02-18,390.720001,13865.360352000003,208.58,44.39,35.05,119.95,787.3,40.7,129.7127,3329.43,367400.0,243.79,51679.796875,1937.449219
2021-02-19,390.029999,13874.459961000002,217.47,45.68,36.42,123.69,781.5,40.6799,129.85,3251.0,364840.0,241.03,55888.132813,1960.164795
2021-02-22,387.029999,13533.049805,212.89,47.75,37.53,126.74,714.71,45.79,126.01,3182.39,369620.0,234.6,54207.320313,1781.99292
2021-02-23,387.5,13465.200195,212.13,48.34,39.59,136.48,698.65,44.94,125.85,3195.65,371585.0,233.27,48824.425781,1570.203979
2021-02-24,391.769989,13597.969727000003,229.33,49.58,38.62,134.21,742.02,91.7,125.32,3159.53,375000.0,234.54,49705.332031,1626.575684
2021-02-25,382.329987,13119.429688,216.4,48.25,36.71,128.62,682.6,109.1599,121.0,3057.16,367477.5,228.83,47093.851563,1475.703735
2021-02-26,380.359985,13192.349609,212.01,47.945,37.8,131.73,671.01,101.5999,121.2,3092.349,364000.0,232.19,46339.761719,1446.033691
2021-03-01,389.579987,13588.830078,224.3094,48.06,38.29,131.78,718.43,119.49,127.79,3146.61,377077.5,236.94,49631.242188,1564.707642
2021-03-02,386.540009,13358.790039,223.09,48.23,38.53,132.88,686.05,118.1,125.1601,3095.99,377400.0,233.87,48378.988281,1492.608765
2021-03-03,381.420013,12997.75,228.55,48.35,38.84,135.59,652.22,124.8,122.06,3005.01,380787.5,227.55,50538.242188,1575.853149
2021-03-04,376.700012,12723.469727,224.7,46.97,37.29,132.98,621.49,132.35,120.22,2977.04,371454.9,226.9,48561.167969,1541.914307
2021-03-05,383.630005,12920.150391,223.22,46.21,37.13,133.325,597.496,137.0,121.39,3000.45,383300.0,231.58,48927.304688,1533.275024
2021-03-08,381.720001,12609.160156,223.91,47.88,37.85,133.68,562.97,192.99,116.4,2951.9509999999996,388000.0,227.42,52246.523438,1834.727905
2021-03-09,387.170013,13073.820313,230.62,47.61,37.48,134.0,673.58,246.9,121.08,3062.67,391295.0,233.68,54824.117188,1868.048828
2021-03-10,389.579987,13068.830078,245.3237,47.8,37.64,134.84,668.27,263.05,119.97,3057.64,398750.0,232.39,56008.55078099999,1799.1662600000002
2021-03-11,393.529999,13398.669922,251.99,48.32,39.18,137.84,699.6,256.19,121.95,3116.48,395500.0,237.26,57805.12109400001,1826.194946
2021-03-12,394.059998,13319.860352,269.12,49.84,38.97,137.02,693.84,264.4589,121.05,3091.23,394800.0,235.8,57332.08984400001,1772.1024170000005
2021-03-15,396.410004,13459.709961000002,265.59,50.98,40.95,139.8,707.94,220.13,124.0,3081.42,386177.25,234.81,55907.19921900001,1791.702271
2021-03-16,395.910004,13471.570313,255.2001,49.39,39.9,137.48,676.63,207.6199,125.57,3092.42,382351.5,237.69,56804.90234400001,1806.971802
2021-03-17,397.26001,13525.200195,263.52,50.45,41.22,139.9,701.54,209.8,124.8,3135.2,382500.0,237.19,58870.89453099999,1823.449341
2021-03-18,391.480011,13116.169922,256.16,49.18,39.51,135.65,653.3,201.52,120.55,3027.99,383100.03,230.72,57858.921875,1782.855103
2021-03-19,389.480011,13215.240234,255.82,48.9999,40.03,135.48,654.97,199.46,119.87,3072.99,380797.75,229.91,58346.65234400001,1817.624146
2021-03-22,392.589996,13377.540039,251.18,47.95,39.02,132.8,670.0,194.52,123.37,3111.37,380048.88,236.04,54529.14453099999,1691.333984
2021-03-23,389.5,13227.700195,241.28,45.64,37.33,125.18,662.475,180.66,122.54,3137.5,376982.0,237.5,54738.945313,1678.6501460000004
2021-03-24,387.519989,12961.889648,239.11,45.61,36.89,125.16,630.12,120.335,120.07,3087.17,378000.0,235.46,52774.265625,1593.413452
2021-03-25,389.700012,12977.679688,247.37,47.0,37.96,128.12,640.49,183.72,120.6,3045.73,379980.03,232.33,51704.160156,1595.359253
2021-03-26,395.980011,13138.730469,244.88,47.66,37.665,127.29,618.8299,179.98,121.21,3053.14,389219.5,236.49,55137.3125,1702.842041
2021-03-29,395.779999,13059.650391,250.65,47.32,37.14,123.5,611.51,181.08,121.38,3076.76,390404.03,235.28,57750.19921900001,1819.684937
2021-03-30,394.730011,13045.389648,252.16,48.91,38.22,125.43,635.925,193.98,119.98,3055.85,389930.0,232.26,58917.69140599999,1846.033691
2021-03-31,396.329987,13246.870117,254.75,48.3,37.99,125.45,668.06,190.2,122.0928,3095.2,386724.44,236.01,58918.83203099999,1918.362061
2021-04-01,400.609985,13480.110352000003,252.97,48.83,39.7,128.1,661.33,190.6,123.0,3161.55,390399.0,242.39,59095.80859400001,1977.276855
2021-04-05,406.359985,13705.589844,259.4508,50.25,41.7,131.03,691.0,186.1239,125.9001,3225.26,395766.5,249.07,59057.87890599999,2107.887207
2021-04-06,406.119995,13698.379883,255.13,51.65,41.52,136.44,691.44,184.4,126.23,3223.99,396805.0,247.87,58192.359375,2118.378906
2021-04-07,406.589996,13688.839844,252.51,50.2,41.1,132.67,671.03,177.73,127.91,3279.39,395995.03,249.89,56048.9375,1971.077271
2021-04-08,408.519989,13829.30957,254.87,49.81,42.15,133.47,683.77,170.24,130.37,3299.99,396714.94,253.26,58323.953125,2088.57373
2021-04-09,411.48999,13900.19043,252.315,49.27,41.76,131.39,677.02,158.32,133.0,3372.09,399909.0,255.83,58245.00390599999,2072.108887000001
2021-04-12,411.640015,13850.0,249.57,48.82,41.17,129.93,701.63,141.07,131.27,3379.39,403075.0,255.92,59893.453125,2139.353271
2021-04-13,412.859985,13996.099609,253.13,48.25,40.98,129.88,762.35,140.72,134.41,3400.0,402100.0,258.49,63503.45703099999,2299.1877440000007
