Date,Open,High,Low,Close,Adj Close,Volume
2020-07-07,10412.459961,10518.980469,10337.980469,10343.889648,10343.889648,4314110000
2020-07-08,10409.349609,10494.629883,10350.959961,10492.500000,10492.500000,3999180000
2020-07-09,10563.719727,10578.099609,10379.910156,10547.750000,10547.750000,3992920000
2020-07-10,10545.910156,10622.349609,10447.009766,10617.440430,10617.440430,3509810000
2020-07-13,10729.919922,10824.780273,10368.040039,10390.839844,10390.839844,4822050000
2020-07-14,10310.250000,10497.830078,10182.459961,10488.580078,10488.580078,4419480000
2020-07-15,10576.719727,10604.669922,10420.540039,10550.490234,10550.490234,4610540000
2020-07-16,10443.870117,10499.790039,10364.389648,10473.830078,10473.830078,4237290000
2020-07-17,10500.519531,10532.620117,10421.209961,10503.190430,10503.190430,4334280000
2020-07-20,10526.019531,10783.799805,10488.040039,10767.089844,10767.089844,4274340000
2020-07-21,10837.879883,10839.929688,10650.459961,10680.360352,10680.360352,5311750000
2020-07-22,10687.580078,10745.320313,10627.450195,10706.129883,10706.129883,4074020000
2020-07-23,10689.500000,10728.120117,10407.870117,10461.419922,10461.419922,4469470000
2020-07-24,10294.410156,10418.750000,10217.309570,10363.179688,10363.179688,4205330000
2020-07-27,10421.700195,10546.440430,10399.860352,10536.269531,10536.269531,4209900000
2020-07-28,10509.200195,10523.639648,10397.870117,10402.089844,10402.089844,3869230000
2020-07-29,10474.700195,10567.910156,10464.000000,10542.940430,10542.940430,3970900000
2020-07-30,10450.120117,10609.589844,10412.089844,10587.809570,10587.809570,4135200000
2020-07-31,10741.469727,10747.799805,10557.700195,10745.269531,10745.269531,4418390000
2020-08-03,10848.639648,10927.559570,10831.150391,10902.799805,10902.799805,4173600000
2020-08-04,10897.889648,10941.910156,10852.900391,10941.169922,10941.169922,3973570000
2020-08-05,10967.870117,11002.110352,10943.719727,10998.400391,10998.400391,4119550000
2020-08-06,10989.980469,11121.190430,10963.410156,11108.070313,11108.070313,4086290000
2020-08-07,11072.530273,11126.040039,10920.370117,11010.980469,11010.980469,4230720000
2020-08-10,11033.730469,11040.240234,10849.459961,10968.360352,10968.360352,4018530000
2020-08-11,10942.660156,10989.419922,10762.709961,10782.820313,10782.820313,4303980000
2020-08-12,10878.120117,11036.719727,10877.160156,11012.240234,11012.240234,3716840000
2020-08-13,11026.860352,11124.849609,11007.500000,11042.500000,11042.500000,3444140000
2020-08-14,11042.240234,11058.440430,10972.059570,11019.299805,11019.299805,3491320000
2020-08-17,11083.250000,11144.530273,11080.299805,11129.730469,11129.730469,3193160000
2020-08-18,11170.750000,11230.620117,11103.830078,11210.839844,11210.839844,3199470000
2020-08-19,11214.799805,11257.419922,11132.099609,11146.459961,11146.459961,3467890000
2020-08-20,11096.400391,11283.620117,11090.030273,11264.950195,11264.950195,4170980000
2020-08-21,11258.440430,11326.209961,11245.440430,11311.799805,11311.799805,3905670000
2020-08-24,11449.250000,11462.049805,11297.530273,11379.719727,11379.719727,3885880000
2020-08-25,11370.230469,11468.259766,11343.040039,11466.469727,11466.469727,3454500000
2020-08-26,11516.620117,11672.049805,11507.459961,11665.059570,11665.059570,3441550000
2020-08-27,11688.190430,11730.009766,11551.009766,11625.339844,11625.339844,3535800000
2020-08-28,11689.280273,11708.769531,11634.769531,11695.629883,11695.629883,2997810000
2020-08-31,11718.809570,11829.839844,11697.419922,11775.459961,11775.459961,3596980000
2020-09-01,11850.959961,11945.719727,11794.780273,11939.669922,11939.669922,3480780000
2020-09-02,12047.259766,12074.059570,11836.179688,12056.440430,12056.440430,3966140000
2020-09-03,11861.900391,11894.400391,11361.360352,11458.099609,11458.099609,4437500000
2020-09-04,11396.240234,11531.179688,10875.870117,11313.129883,11313.129883,4269190000
2020-09-08,10900.700195,11131.500000,10837.200195,10847.690430,10847.690430,3872230000
2020-09-09,11064.759766,11217.690430,10970.450195,11141.559570,11141.559570,3531780000
2020-09-10,11235.530273,11299.530273,10875.019531,10919.589844,10919.589844,3814100000
2020-09-11,11010.070313,11033.040039,10728.030273,10853.549805,10853.549805,3609190000
2020-09-14,11010.139648,11118.290039,10982.259766,11056.650391,11056.650391,3716820000
2020-09-15,11193.959961,11244.459961,11127.980469,11190.320313,11190.320313,3772820000
2020-09-16,11222.080078,11245.419922,11046.429688,11050.469727,11050.469727,3661710000
2020-09-17,10796.049805,10974.450195,10783.809570,10910.280273,10910.280273,3726750000
2020-09-18,10973.450195,10977.679688,10639.950195,10793.280273,10793.280273,5745690000
2020-09-21,10610.139648,10782.740234,10519.490234,10778.799805,10778.799805,3885200000
2020-09-22,10873.299805,10979.650391,10737.519531,10963.639648,10963.639648,3492020000
2020-09-23,10950.820313,10962.030273,10612.910156,10632.990234,10632.990234,4074600000
2020-09-24,10551.019531,10799.549805,10520.219727,10672.269531,10672.269531,4080730000
2020-09-25,10680.459961,10939.549805,10639.980469,10913.559570,10913.559570,3767230000
2020-09-28,11084.379883,11120.790039,11019.139648,11117.530273,11117.530273,3562900000
2020-09-29,11109.000000,11153.230469,11065.629883,11085.250000,11085.250000,3363870000
2020-09-30,11092.900391,11277.959961,11092.900391,11167.509766,11167.509766,4228200000
2020-10-01,11291.990234,11344.129883,11240.530273,11326.509766,11326.509766,3978100000
2020-10-02,11082.530273,11244.870117,11033.690430,11075.019531,11075.019531,3715090000
2020-10-05,11169.110352,11335.209961,11162.519531,11332.490234,11332.490234,3597940000
2020-10-06,11314.530273,11392.410156,11124.450195,11154.599609,11154.599609,4360550000
2020-10-07,11271.679688,11380.559570,11258.349609,11364.599609,11364.599609,3891460000
2020-10-08,11443.349609,11448.230469,11384.330078,11420.980469,11420.980469,3486530000
2020-10-09,11487.599609,11581.230469,11476.660156,11579.940430,11579.940430,3475620000
2020-10-12,11732.330078,11965.540039,11704.129883,11876.259766,11876.259766,3862990000
2020-10-13,11901.759766,11946.980469,11821.830078,11863.900391,11863.900391,3607730000
2020-10-14,11889.070313,11939.919922,11714.349609,11768.730469,11768.730469,3393010000
2020-10-15,11559.879883,11740.679688,11559.099609,11713.870117,11713.870117,3304490000
2020-10-16,11761.830078,11827.419922,11648.530273,11671.559570,11671.559570,3156270000
2020-10-19,11732.339844,11778.110352,11454.570313,11478.879883,11478.879883,3455430000
2020-10-20,11531.830078,11632.889648,11471.230469,11516.490234,11516.490234,3483200000
2020-10-21,11530.389648,11613.790039,11476.080078,11484.690430,11484.690430,3445520000
2020-10-22,11526.969727,11548.769531,11369.290039,11506.009766,11506.009766,3414590000
2020-10-23,11536.009766,11548.849609,11434.860352,11548.280273,11548.280273,3134240000
2020-10-26,11440.639648,11545.629883,11221.059570,11358.940430,11358.940430,3186950000
2020-10-27,11409.339844,11465.059570,11361.860352,11431.349609,11431.349609,3079530000
2020-10-28,11230.900391,11249.950195,10999.070313,11004.870117,11004.870117,3912580000
2020-10-29,11064.469727,11287.629883,11030.190430,11185.589844,11185.589844,3222460000
2020-10-30,11103.469727,11129.809570,10822.570313,10911.589844,10911.589844,3662840000
2020-11-02,11010.450195,11071.080078,10830.950195,10957.610352,10957.610352,3196720000
2020-11-03,11038.660156,11213.919922,11004.839844,11160.570313,11160.570313,3190710000
2020-11-04,11443.769531,11663.309570,11394.209961,11590.780273,11590.780273,3606820000
2020-11-05,11816.330078,11924.280273,11784.150391,11890.929688,11890.929688,3823380000
2020-11-06,11869.900391,11920.540039,11737.129883,11895.230469,11895.230469,4156030000
2020-11-09,12046.660156,12108.070313,11703.490234,11713.780273,11713.780273,5823620000
2020-11-10,11622.440430,11665.870117,11424.610352,11553.860352,11553.860352,4712950000
2020-11-11,11656.650391,11793.570313,11638.900391,11786.429688,11786.429688,3823270000
2020-11-12,11802.500000,11847.839844,11666.370117,11709.589844,11709.589844,3862690000
2020-11-13,11794.940430,11849.790039,11715.519531,11829.290039,11829.290039,3640680000
2020-11-16,11847.110352,11937.719727,11814.889648,11924.129883,11924.129883,4138920000
2020-11-17,11913.349609,11950.179688,11852.410156,11899.339844,11899.339844,4122770000
2020-11-18,11896.059570,11942.490234,11799.959961,11801.599609,11801.599609,4699160000
2020-11-19,11779.040039,11912.629883,11760.980469,11904.709961,11904.709961,5322580000
2020-11-20,11892.700195,11935.469727,11852.509766,11854.969727,11854.969727,5319340000
2020-11-23,11916.759766,11949.330078,11796.530273,11880.629883,11880.629883,5360830000
2020-11-24,11939.330078,12049.879883,11863.450195,12036.790039,12036.790039,6277790000
2020-11-25,12053.889648,12114.769531,12020.950195,12094.400391,12094.400391,4425030000
2020-11-27,12159.179688,12236.230469,12154.570313,12205.849609,12205.849609,3401890000
2020-11-30,12224.250000,12244.650391,12027.160156,12198.740234,12198.740234,7693430000
2020-12-01,12313.360352,12405.790039,12263.929688,12355.110352,12355.110352,6467180000
2020-12-02,12285.750000,12360.059570,12217.349609,12349.370117,12349.370117,5150820000
2020-12-03,12369.259766,12439.019531,12356.990234,12377.179688,12377.179688,5182100000
2020-12-04,12399.320313,12464.230469,12376.440430,12464.230469,12464.230469,5044210000
2020-12-07,12461.000000,12536.230469,12460.549805,12519.950195,12519.950195,4741690000
2020-12-08,12503.169922,12594.540039,12453.209961,12582.769531,12582.769531,4758170000
2020-12-09,12591.690430,12607.139648,12290.780273,12338.950195,12338.950195,5131720000
2020-12-10,12247.549805,12431.559570,12214.740234,12405.809570,12405.809570,4470060000
2020-12-11,12336.790039,12383.500000,12246.769531,12377.870117,12377.870117,4268140000
2020-12-14,12447.440430,12543.000000,12432.709961,12440.040039,12440.040039,4458140000
2020-12-15,12543.259766,12596.129883,12465.419922,12595.059570,12595.059570,4377950000
2020-12-16,12611.040039,12687.320313,12566.379883,12658.190430,12658.190430,4561600000
2020-12-17,12730.780273,12765.250000,12696.349609,12764.750000,12764.750000,4994090000
2020-12-18,12804.929688,12809.599609,12654.599609,12755.639648,12755.639648,7088670000
2020-12-21,12596.139648,12751.269531,12525.219727,12742.519531,12742.519531,5156470000
2020-12-22,12785.219727,12840.570313,12695.309570,12807.919922,12807.919922,5700760000
2020-12-23,12834.940430,12841.919922,12758.669922,12771.110352,12771.110352,7028650000
2020-12-24,12791.540039,12833.549805,12767.639648,12804.730469,12804.730469,3305950000
2020-12-28,12914.639648,12930.889648,12827.450195,12899.419922,12899.419922,5076340000
2020-12-29,12965.389648,12973.330078,12821.959961,12850.219727,12850.219727,4680780000
2020-12-30,12906.509766,12924.929688,12857.759766,12870.000000,12870.000000,5292210000
2020-12-31,12877.089844,12902.070313,12821.230469,12888.280273,12888.280273,4771390000
2021-01-04,12958.519531,12958.719727,12543.240234,12698.450195,12698.450195,6546740000
2021-01-05,12665.650391,12828.269531,12665.650391,12818.959961,12818.959961,6904420000
2021-01-06,12666.150391,12909.629883,12649.990234,12740.790039,12740.790039,7648340000
2021-01-07,12867.339844,13090.910156,12867.339844,13067.480469,13067.480469,6777010000
2021-01-08,13160.219727,13208.089844,13036.549805,13201.980469,13201.980469,7223660000
2021-01-11,13048.780273,13138.269531,12999.509766,13036.429688,13036.429688,6876420000
2021-01-12,13062.059570,13105.040039,12963.919922,13072.429688,13072.429688,7181380000
2021-01-13,13088.009766,13171.150391,13051.059570,13128.950195,13128.950195,7072920000
2021-01-14,13174.750000,13220.160156,13098.410156,13112.639648,13112.639648,6671090000
2021-01-15,13099.900391,13139.830078,12949.759766,12998.500000,12998.500000,6402970000
2021-01-19,13132.730469,13206.860352,13078.700195,13197.179688,13197.179688,6229100000
2021-01-20,13342.549805,13486.129883,13329.769531,13457.250000,13457.250000,6771630000
2021-01-21,13521.480469,13560.349609,13454.070313,13530.910156,13530.910156,7183390000
2021-01-22,13474.809570,13567.139648,13463.660156,13543.059570,13543.059570,5931240000
2021-01-25,13681.209961,13728.980469,13368.679688,13635.990234,13635.990234,7139410000
2021-01-26,13681.719727,13702.690430,13603.190430,13626.059570,13626.059570,6781460000
2021-01-27,13486.580078,13538.419922,13192.910156,13270.599609,13270.599609,11102160000
2021-01-28,13323.290039,13507.639648,13316.519531,13337.160156,13337.160156,9823150000
2021-01-29,13284.719727,13322.000000,12985.049805,13070.690430,13070.690430,7809670000
2021-02-01,13226.179688,13431.459961,13132.469727,13403.389648,13403.389648,7014220000
2021-02-02,13543.099609,13652.700195,13535.860352,13612.780273,13612.780273,7240220000
2021-02-03,13718.309570,13723.830078,13585.339844,13610.540039,13610.540039,7465240000
2021-02-04,13674.059570,13778.419922,13631.620117,13777.740234,13777.740234,7218680000
2021-02-05,13824.879883,13878.160156,13761.660156,13856.299805,13856.299805,6697720000
2021-02-08,13937.059570,13987.740234,13894.150391,13987.639648,13987.639648,8439940000
2021-02-09,13966.820313,14044.950195,13966.549805,14007.700195,14007.700195,8658980000
2021-02-10,14093.349609,14109.120117,13845.469727,13972.530273,13972.530273,10165550000
2021-02-11,14045.209961,14058.910156,13916.849609,14025.769531,14025.769531,10000200000
2021-02-12,13979.209961,14102.040039,13937.709961,14095.469727,14095.469727,7352960000
2021-02-16,14152.209961,14175.120117,13995.450195,14047.500000,14047.500000,7646300000
2021-02-17,13911.650391,13976.429688,13804.259766,13965.490234,13965.490234,7227140000
2021-02-18,13814.669922,13905.959961,13714.349609,13865.360352,13865.360352,6454280000
2021-02-19,13929.200195,13985.580078,13842.599609,13874.459961,13874.459961,6686060000
2021-02-22,13714.200195,13757.059570,13530.959961,13533.049805,13533.049805,6435100000
2021-02-23,13262.610352,13526.089844,13003.980469,13465.200195,13465.200195,7482840000
2021-02-24,13400.250000,13607.360352,13286.589844,13597.969727,13597.969727,5793430000
2021-02-25,13512.639648,13602.860352,13066.379883,13119.429688,13119.429688,6335240000
2021-02-26,13232.900391,13368.059570,13024.530273,13192.349609,13192.349609,5883880000
2021-03-01,13406.160156,13596.589844,13362.660156,13588.830078,13588.830078,5047710000
2021-03-02,13599.450195,13601.330078,13352.000000,13358.790039,13358.790039,4920320000
2021-03-03,13336.250000,13372.519531,12995.070313,12997.750000,12997.750000,5493960000
2021-03-04,12953.990234,13068.709961,12553.959961,12723.469727,12723.469727,7799710000
2021-03-05,12860.040039,12941.209961,12397.049805,12920.150391,12920.150391,7696900000
2021-03-08,12904.259766,13001.000000,12599.230469,12609.160156,12609.160156,5971260000
2021-03-09,12923.070313,13151.540039,12882.490234,13073.820313,13073.820313,6294910000
2021-03-10,13234.730469,13277.110352,13035.440430,13068.830078,13068.830078,5991730000
2021-03-11,13273.309570,13433.620117,13246.330078,13398.669922,13398.669922,5956260000
2021-03-12,13222.809570,13324.690430,13158.719727,13319.860352,13319.860352,5472340000
2021-03-15,13323.469727,13460.349609,13272.500000,13459.709961,13459.709961,5933440000
2021-03-16,13523.169922,13620.709961,13397.080078,13471.570313,13471.570313,5463770000
2021-03-17,13336.910156,13595.000000,13272.690430,13525.200195,13525.200195,5465500000
2021-03-18,13349.200195,13384.459961,13101.919922,13116.169922,13116.169922,5699900000
2021-03-19,13119.900391,13252.370117,13039.450195,13215.240234,13215.240234,7591530000
2021-03-22,13278.780273,13455.639648,13278.780273,13377.540039,13377.540039,5302770000
2021-03-23,13381.429688,13405.150391,13202.429688,13227.700195,13227.700195,5607860000
2021-03-24,13289.240234,13292.919922,12961.349609,12961.889648,12961.889648,6184470000
2021-03-25,12844.580078,13021.860352,12786.809570,12977.679688,12977.679688,5608640000
2021-03-26,12996.030273,13149.549805,12878.719727,13138.730469,13138.730469,5195330000
2021-03-29,13103.969727,13143.410156,12968.160156,13059.650391,13059.650391,4934000000
2021-03-30,13008.799805,13075.750000,12922.570313,13045.389648,13045.389648,4685320000
2021-03-31,13122.570313,13325.540039,13118.379883,13246.870117,13246.870117,4980670000
2021-04-01,13414.320313,13487.080078,13404.179688,13480.110352,13480.110352,4553470000
2021-04-05,13594.900391,13720.580078,13582.759766,13705.589844,13705.589844,4439970000
2021-04-06,13681.669922,13776.709961,13674.280273,13698.379883,13698.379883,4038510000
2021-04-07,13675.299805,13733.030273,13653.589844,13688.839844,13688.839844,4078990000
2021-04-08,13796.889648,13830.139648,13758.709961,13829.309570,13829.309570,4133640000
2021-04-09,13787.019531,13905.410156,13748.349609,13900.190430,13900.190430,3906460000
2021-04-12,13854.440430,13877.000000,13783.950195,13850.000000,13850.000000,4230160000
2021-04-13,13902.450195,14011.509766,13902.450195,13996.099609,13996.099609,4200290000
